Timestamp, Tag, Value
2021-08-15T12:30:14.190Z, ns=5;s=Counter1, 78
2021-08-15T12:30:14.190Z, ns=5;s=Expression1, 4.0178396833061605
2021-08-15T12:30:14.191Z, ns=5;s=FastSin, -0.001580485477082833
2021-08-15T12:30:14.191Z, ns=5;s=Random1, 0.9714233617052398
2021-08-15T12:30:14.191Z, ns=5;s=Sawtooth1, 1.4800000190734863
2021-08-15T12:30:14.191Z, ns=5;s=Sinusoid1, 0.5378396642326742
2021-08-15T12:30:14.192Z, ns=5;s=Square1, 2.0
2021-08-15T12:30:14.192Z, ns=5;s=Test, 8.0
2021-08-15T12:30:14.192Z, ns=5;s=Triangle1, 0.34666668187035027
2021-08-15T12:30:14.192Z, ns=5;s=Counter1, 79
2021-08-15T12:30:14.192Z, ns=5;s=Expression1, 4.017379800351625
2021-08-15T12:30:14.192Z, ns=5;s=FastSin, -0.0019231712625002813
2021-08-15T12:30:14.192Z, ns=5;s=Random1, 0.9853980436634096
2021-08-15T12:30:14.192Z, ns=5;s=Sawtooth1, 1.5199999809265137
2021-08-15T12:30:14.192Z, ns=5;s=Sinusoid1, 0.49737981942511195
2021-08-15T12:30:14.192Z, ns=5;s=Square1, -2.0
2021-08-15T12:30:14.192Z, ns=5;s=Triangle1, 0.32000002963981417
2021-08-15T12:30:14.192Z, ns=5;s=Counter1, 80
2021-08-15T12:30:14.192Z, ns=5;s=Expression1, 4.016701869615227
2021-08-15T12:30:14.192Z, ns=5;s=FastSin, -0.00226585699145648
2021-08-15T12:30:14.192Z, ns=5;s=Random1, 0.9993727405227404
2021-08-15T12:30:14.192Z, ns=5;s=Sawtooth1, 1.5600000619888306
2021-08-15T12:30:14.192Z, ns=5;s=Sinusoid1, 0.45670180762639623
2021-08-15T12:30:14.192Z, ns=5;s=Square1, 2.0
2021-08-15T12:30:14.192Z, ns=5;s=Triangle1, 0.293333377409278
2021-08-15T12:30:14.192Z, ns=5;s=Counter1, 81
2021-08-15T12:30:14.192Z, ns=5;s=Expression1, 4.015823495379463
2021-08-15T12:30:14.192Z, ns=5;s=FastSin, -0.0026085426538907217
2021-08-15T12:30:14.192Z, ns=5;s=Random1, 0.9932812098151247
2021-08-15T12:30:14.192Z, ns=5;s=Sawtooth1, 1.600000023841858
2021-08-15T12:30:14.192Z, ns=5;s=Sinusoid1, 0.415823471537605
2021-08-15T12:30:14.192Z, ns=5;s=Triangle1, 0.2666667251787419
2021-08-15T12:30:14.192Z, ns=5;s=Counter1, 82
2021-08-15T12:30:14.192Z, ns=5;s=Expression1, 4.0147627295349855
2021-08-15T12:30:14.192Z, ns=5;s=FastSin, 9.550206529443545E-4
2021-08-15T12:30:14.192Z, ns=5;s=Random1, 0.9155246040702388
2021-08-15T12:30:14.192Z, ns=5;s=Sawtooth1, 1.6400001049041748
2021-08-15T12:30:14.192Z, ns=5;s=Sinusoid1, 0.3747626246308109
2021-08-15T12:30:14.192Z, ns=5;s=Triangle1, 0.23999999705721503
2021-08-15T12:30:14.690Z, ns=5;s=Counter1, 83
2021-08-15T12:30:14.690Z, ns=5;s=Expression1, 4.013537577990288
2021-08-15T12:30:14.690Z, ns=5;s=FastSin, -0.003293913738950512
2021-08-15T12:30:14.690Z, ns=5;s=Random1, 0.9294992860284085
2021-08-15T12:30:14.690Z, ns=5;s=Sawtooth1, 1.6800000667572021
2021-08-15T12:30:14.690Z, ns=5;s=Sinusoid1, 0.33353751123308617
2021-08-15T12:30:14.690Z, ns=5;s=Square1, -2.0
2021-08-15T12:30:14.690Z, ns=5;s=Triangle1, 0.21333334482667893
2021-08-15T12:30:14.690Z, ns=5;s=Counter1, 84
2021-08-15T12:30:14.690Z, ns=5;s=Expression1, 4.012166126028042
2021-08-15T12:30:14.690Z, ns=5;s=FastSin, -0.0036365991414546556
2021-08-15T12:30:14.690Z, ns=5;s=Random1, 0.9434739828877393
2021-08-15T12:30:14.690Z, ns=5;s=Sawtooth1, 1.7200000286102295
2021-08-15T12:30:14.690Z, ns=5;s=Sinusoid1, 0.29216609741781197
2021-08-15T12:30:14.690Z, ns=5;s=Square1, 2.0
2021-08-15T12:30:14.690Z, ns=5;s=Triangle1, 0.18666669259614282
2021-08-15T12:30:14.690Z, ns=5;s=Counter1, 85
2021-08-15T12:30:14.690Z, ns=5;s=Expression1, 4.010666520498035
2021-08-15T12:30:14.690Z, ns=5;s=FastSin, -7.303706263221387E-5
2021-08-15T12:30:14.690Z, ns=5;s=Random1, 0.9545820779376722
2021-08-15T12:30:14.690Z, ns=5;s=Sawtooth1, 1.7599999904632568
2021-08-15T12:30:14.690Z, ns=5;s=Sinusoid1, 0.2506665300347787
2021-08-15T12:30:14.690Z, ns=5;s=Square1, -2.0
2021-08-15T12:30:14.690Z, ns=5;s=Triangle1, 0.1600000403656067
2021-08-15T12:30:14.690Z, ns=5;s=Counter1, 86
